etiqueta,mensaje,,,
ham,"Ay, pobrecita... ¿Entonces no quieres comer? ¿Ya te bañaste?",,,
ham,Yar... Pensé que ya sabías que esto iba a pasar hace mucho tiempo.,,,
ham,¡Eres preciosa! ¡Sigue subiendo fotos! :) ¡Gracias!,,,
ham,"Un niño llegó tarde a casa. Su padre: ""EL PODER DE LA AMISTAD""",,,
ham,"JADE, SOY PAUL. ¿POR QUÉ NO ME ESCRIBISTE? ¿TE ACUERDAS DE MÍ DE BARMED? ¡QUIERO HABLAR CONTIGO! ESCRIBEME.",,,
ham,Pasaré el Año Nuevo con mi hermano y su familia. Quedemos la semana que viene. ¿Estás listo para que te mimen? :),,,
ham,¿Qué vas a hacer hoy?,,,
ham,Dije que está bien. Lo siento.,,,
ham,¿Dormió? Creo que esta hora (pm) no es peligrosa.,,,
ham,Hay trabajo en el área de redes.,,,
spam,goldviking (29/M) te invita a ser su amigo. Responde SÍ-762 o NO-762. Conócelo en: www.SMS.ac/u/goldviking. ¿Quieres detenerlo? Envía STOP FRND al 62468.,,,
ham,No dejes que estudiar te estrese. ¡Hasta luego!,,,
ham,Por eso tienes que mantenerme ocupado...,,,
ham,"Sin prisas. No estoy trabajando. Estoy estudiando, así que si nos apresuramos, pasaremos hambre.",,,
ham,¿Qué canal:-):-):):-).,,,
ham,¿Así que me estás diciendo que podría haber sido tu verdadero San Valentín y no lo fui? ¡Nunca me eliges para NADA!,,,
spam,"Premio falso de 350 £: Los números de Vodafone que terminan en XXXX de hoy han sido seleccionados para recibir un premio de 350 £. Si su número coincide, llame al 08712300220 indicando el código de reclamación 3100 (tarifas estándar).",,,
ham,"¡Lo logramos! La hora estimada de llegada a Taunton es a las 12:30, como estaba previsto. ¡Espero que siga estando bien! ¡Qué gusto verte! :-xx",,,
ham,"Tengo hambre, compre algo para casa...",,,
ham,¡Hola Kate!,,,
ham,Mi disco duro solo se puede leer. Necesito escribir.,,,
ham,"Acabo de buscarlo y Addie regresa el lunes, ¡qué mala suerte tiene!",,,
ham,Feliz año nuevo. Espero que estés teniendo un buen semestre.,,,
ham,Explanada. ¿Dónde más...?,,,
ham,¿Puedes hablar conmigo?,,,
ham,"Hmph. Adelante, grandulón.",,,
ham,"Bueno, no es como si realmente hubieras llamado a alguien punto. Eso habría sido peor.",,,
ham,"No. Desde que Ayo viajó, se olvidó de su amigo.",,,
ham,¿Sigues por aquí? Me gustaría quedar más tarde.,,,
spam,CDs 4u: ¡Enhorabuena! Has ganado 500 € en vales regalo para CDs o 125 € de regalo garantizado y entrada gratuita a 2 sorteos semanales de 100 €. Envía MUSIC al 87066. Consulta los términos y condiciones en www.ldew.com.1win150ppmx3age16.,,,
ham,"Hay alguien aquí que tiene un Toyota Camry del año pasado, como el del Sr. Olayiwola. El kilometraje es de 0.000 km. Está limpio, pero necesito saber cuánto se venderá. Si logro reunir el dinero, ¿cuánto tiempo después de llegar se venderá? Avísame.",,,
ham,"¿Adivina en qué pub estoy? ¡Estoy contentísimo, como un niño con un trébol!",,,
ham,Estaré abajo pronto,,,
ham,Vale... Iré mañana.,,,
ham,"Vete tonto, no engañes a los demás, ¿de acuerdo?",,,
ham,"Mi número de móvil. Por favor, envíe un SMS con su ID de correo. Transmita saludos a Achan, amma.Rakhesh.Qatar.",,,
ham,"Por cierto, 'rencontre' significa volver a encontrarse. Las montañas no...",,,
spam,"¡Has ganado un premio garantizado de 1000 £ en efectivo o 2000 £! Para reclamar tu premio, llama a nuestro representante de atención al cliente al 08714712412 entre las 10:00 y las 19:00. El coste es de 10 peniques.",,,
ham,¿Cuántas veces a la semana y qué día asistes a tus clases de manejo?,,,
ham,"Tío G, solo quería saber cómo estabas. Que tengas un mes muy provechoso.",,,
ham,"¡Hola, chico! Vaya... Te extraño mucho hoy. Me gustaría enviarte un mensaje y recordarte que estoy pensando en ti... Y que eres amado... *beso cariñoso*",,,
ham,"Creo que los otros dos todavía necesitan dinero, pero definitivamente podemos estar listos para las 9.",,,
ham,Hola chicas... ¿Quieren quedar para cenar esta noche?,,,
spam,"Estimado/a 0776xxxxxxx, ha sido invitado/a a XCHAT. ¡Este es nuestro último intento de contactarlo/a! Envíe un mensaje de texto con la palabra CHAT al 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 años",,,
ham,¡Cariño! ¿Qué estás haciendo? ¿Dónde estás? ¿Con quién hablas? ¿Piensas en mí? ¿Te estás portando bien? ¿Me extrañas? ¿Me quieres?,,,
ham,¡Genial! ¿Qué tal está la oficina hoy?,,,
ham,"Está bien, podemos aguantar un rato. ¿Habrá más pronto?",,,
ham,:-( ruido de cachorro triste,,,
ham,"Sí, es posible, pero no lo intentes. Por favor, no se lo digas a nadie.",,,
ham,"En fin, avísame cuando estés cerca porque necesito una excusa para ir a espiar a la gente en Sarasota.",,,
ham,¿Dónde estás? ¿Qué pasó?,,,
ham,"Te iba a preguntar, jaja, pero creo que está a las 7.",,,
spam,"Tu saldo actual es de 500 libras. Para maximizar tu ingreso, envía GO al 86688. Solo 150 peniques por mega. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL",,,
spam,¡PRIVADO! Su extracto de cuenta de 2003 muestra 800 puntos S.I.M. sin canjear. Llame al 08715203685. Código de identificación: 4xx26. Caduca el 13/10/04.,,,
ham,Ve tras ella y atropéllala mientras cruza la calle.,,,
spam,"Me gustaría contarte mis fantasías más profundas y oscuras. Llámame al 09094646631, solo 60 peniques/min. Para dejar de recibir mensajes, llama al 08712460324 (tarifa nacional).",,,
ham,¿El próximo viernes hay día libre por Pongal? ¿Has recibido alguna noticia de tu lugar de trabajo?,,,
ham,"Oye... Muy inconveniente para tu hermana, ¿no?",,,
ham,"Ok, lo sé... ¿sabes que me aprobaron AdSense?",,,
ham,"* ¡Qué gusto verte el otro día, amiga! ¡Te he echado de menos!",,,
ham,Quiero ir a Perumbavoor,,,
ham,Cuántas veces lo dije en el escenario todos se reían. No escuchas aha.,,,
spam,"No lo vas a creer, pero es verdad. ¡Son mensajes de texto increíbles! Responde G ahora para descubrir cosas realmente asombrosas que te dejarán boquiabierto. De O2FWD solo 18p/mensaje.",,,
ham,(No lo oíste de mí),,,
ham,"Gracias por estar ahí para mí, aunque solo fuera para charlar el sábado. Eres muy importante para mí. Valoro mucho tenerte como hermano y modelo a seguir.",,,
ham,"Por favor, aclárenme si puedo adelantar el billete de vuelta abierto que tengo para poder regresar a Kerala.",,,
spam,Natalie (20 años/mujer) te invita a ser su amiga. Responde SÍ-165 o NO-165. Conócela en: www.SMS.ac/u/natalie2k9. ¿Quieres detenerla? Envía STOP FRND al 62468.,,,
ham,Se fugó con un hombre más joven. Tendremos bebés preciosos juntos :),,,
spam,"¡Jamster! Para obtener tu fondo de pantalla gratis, envía un mensaje de texto con la palabra CORAZÓN al 88888. Se aplican términos y condiciones. Solo para mayores de 16 años. ¿Necesitas ayuda? Llama al 08701213186.",,,
ham,"Ah, ya veo, jaja. Debería jugar a 9 Doors alguna vez.",,,
ham,"No sé, mi papá dijo que volvería a casa para traernos a almorzar. Sí, voy contigo. Te llamo cuando llegue a la escuela...",,,
ham,"Le hemos enviado la descripción del puesto de Ejecutivo de Atención al Cliente y Cuentas a su correo electrónico. Para más detalles, contáctenos.",,,
ham,Deseos: vas al médico por el hígado. Y ponte un poco elegante. Arréglate el pelo. Eso es todo.,,,
ham,Hmmm. ¿Todavía no tenemos un abridor?,,,
ham,"Sí, entonces básicamente cualquier momento de la próxima semana que puedas alejarte de tu madre y levantarte antes de las 3",,,
ham,"Edison dijo con razón: ""Un tonto puede hacer más preguntas de las que un sabio puede responder"". Ahora ya sabes por qué todos nos quedamos sin palabras durante ViVa... GM",,GE,"GNT:-)"""
ham,Votaré por donde me dicte mi corazón.,,,
ham,Con mi hermana lor... Acabamos de ver Italian Job.,,,
ham,"Tic, tic, tic... ¿Dónde estás? ¡Podría morir de soledad! *hace pucheros* *patea el suelo* Te necesito...",,,
ham,"Jajaja, me conoces muy bien...",,,
spam,"Doble de minutos y doble de SMS, y alquiler de línea a mitad de precio en los últimos móviles Orange Bluetooth. Llama a MobileUpd8 para conocer las últimas ofertas: 08000839402 o llama al 2optout/LF56.",,,
ham,"Estoy en un tren de vuelta de Northampton, así que me temo que no. ¡Hoy me quedo esquiando, je je! Estaré por ahí el miércoles. Por cierto, ¿te apetece ir al club de comedia esta semana?",,,
ham,Buenas noches da thangam. Realmente te extraño querida.,,,
ham,"Hola, el próximo domingo a las 10:30 hay un curso básico de yoga en Bugis. Podemos ir. El próximo sábado hay una introducción al pilates. Dime a qué hora estás libre.",,,
ham,"Vaya... Tu internet está realmente mal hoy, ¿eh?",,,
spam,Teléfonos con cámara de video gratis con alquiler de línea a mitad de precio durante 12 meses y 500 minutos de llamadas cruzadas y 100 mensajes de texto. Llama a MobileUpd8 08001950382 o Call2OptOut/674,,,
ham,Creo que la estoy molestando.,,,
ham,"Lo siento, le llamaré más tarde. Estoy en una reunión, señor.",,,
ham,No me he quedado atascado en el huerto en el coche de mi padre. Voy a cenar ahora. ¿Y tú? ¿Están libres esta noche?,,,
ham,"Vale, yo también quiero ver el programa de las 9 de la noche...",,,
ham,"No sé, lei... Como dun haf...",,,
ham,Pero tu hermano transfirió solo &lt;#&gt; + &lt;#&gt; . Pa.,,,
ham,"Te llamo más tarde. Desde la tarde en adelante, el servicio de MTNL tiene problemas en el sur de Mumbai. Puedo oírte, pero tú no puedes oírme.",,,
spam,"83039 62735 = 450 £. Se aplican términos y condiciones a los cupones de alojamiento para escapadas en el Reino Unido. Para reclamar, debe proporcionar su número de reclamación, que es 15541.",,,
ham,Habla con g y x sobre eso.,,,
ham,Hola queridos amigos... Este es mi nuevo número actual..:) Por Rajitha Raj (Ranju),,,
spam,5p 4 alfie Moon's Children in need song en tu móvil. Díselo a tus amigos. Envía un SMS con la palabra Tone charity al 8007 para Nokias o Poly charity para Polys: zed 08701417012 profit 2 charity.,,,
ham,¿Como en diferentes estilos?,,,
spam,"GANA un vale de compra de 200 € cada SEMANA A partir de AHORA. 2 juega envía un mensaje de texto con la palabra TIENDA al 88039. SkilGme. TsCs08714740323 1Winawk! edad16 1,50 € por semana.",,,
ham,Buenas noches querido/a... duerme bien... cuídate... dulces sueños... Muah...,,,
ham,Quiero enviar mensajes hoy. Por eso. Perdón si ofendo.,,,
spam,Este es el segundo intento de contactar con U. Has ganado el premio mayor de esta semana: 1000 € en efectivo o 200 € en premios. Llama al 09066361921.,,,
ham,"Bueno, me alegro de que no te haya parecido del todo desagradable... Jajaja",,,
ham,"Chico, no me hagas gestos ahora. Si vas a llamarme, llámame. ¿Cómo está la señora? Cuídate.",,,
spam,¿Quieres un nuevo teléfono Nokia 3510i a color con entrega mañana? Incluye 300 minutos gratis a cualquier móvil + 100 SMS gratis + Videocámara gratis. Responde o llama al 08000930705.,,,
ham,"Mark trabaja mañana. Sale a las 5. Su trabajo está cerca de tu casa, así que puede reunirse contigo después.",,,
ham,Guarda tus problemas en tu corazón.,,,
ham,"Sí, llámame si tienes un minuto.",,,
ham,"Hola, cariño, ¿estás despierta? Me siento fatal. Me acabo de enterar por una carta de que mamá se casó el 4 de noviembre a nuestras espaldas. ¡Joder, qué bien! ¡Qué egoísta!",,"I��L CALL U\""""",
ham,"Increíble: Si reorganizas estas letras, da el mismo significado... Dormitorio = Habitación sucia Astrónomo = Observador de la luna Los ojos = Ven Resultados electorales = Mentiras, recuentemos Suegra = Mujer Hitler Once más dos = Doce más uno ¡Es increíble...! :-)",,,
ham,"Aiya, hablamos luego... ¿Recogemos a las 4?",,,
ham,"Hola, feliz cumpleaños...",,,
ham,"Disculpa, no pude contestar tu llamada. ¿Podrías devolverme la llamada, por favor?",,,
ham,"¡Dios mío! Si no es una cosa, es otra. Mi gato tiene lombrices :/ ¿Cuándo terminará este mal día?",,,
ham,"Buenos días, tengo fiebre y disentería... no podré ir a la oficina hoy.",,,
ham,No haré nada.,,,
ham,¿Qué tipo de canciones cantas?,,,
ham,"San Andrés, crema de Virgilio",,,
ham,"No, no. Revisaré todas las habitaciones antes de las actividades.",,,
ham,"Mi fri ah... Okie lor, voy a mi coche y luego voy de compras después de...",,,
ham,Gokila está hablando contigo aha :),,,
ham,"Hola Shanil, soy Rakhesh. Gracias, ya cambié los diamantes sin tallar. Los devuelvo. Excelente servicio de Dino y Prem.",,,
ham,K.k. ¿Sabes el cumpleaños de Kotees este mes?,,,
ham,"Pero estoy realmente muy arruinado, oh. Ninguna cantidad es demasiado pequeña, incluso <#>",,,
ham,"Lo siento, este es el teléfono de mi amigo y yo no lo escribí. Con cariño, Kate.",,,
spam,"TheMob>¡Haz clic en el enlace para obtener un juego premium de la Pantera Rosa, el nuevo número 1 de Sugababes, una animación loca de Zebra o un fondo de pantalla genial de Hoody, todo GRATIS!",,,
ham,"Ah, bueno, eso lo complica todo, ¿no? Creía que ahora éramos amigos. Quizás hice algo mal, pero ya lo invité, aunque puede que no venga por dinero.",,,
ham,"Vale, llámame cuando estés cerca.",,,
ham,"No, está bien. ¡Aunque quizás me eche una siesta!",,,
spam,"Este mensaje es para su pedido de contenido móvil. Se ha reenviado ya que el intento anterior falló debido a un error de red. Para consultas, escriba a customersqueries@netvision.uk.com.",,,
ham,"En otras noticias, después de insistirme para que le consiguiera marihuana durante una semana, Andrés no tiene dinero. HAUGHAIGHGTUJHYGUJ",,,
ham,"Un chico amaba a una chica. Él se le acercaba, pero a ella no le importaba. Él le daba cartas, pero sus amigas las tiraban. El chico decidió acercarse de nuevo a la chica, en ese momento un camión se dirigía a toda velocidad hacia ella. Cuando estaba a punto de atropellarla, el chico corrió como alma que lleva el diablo y la salvó. Ella le preguntó: ""¿Cómo puedes correr tan rápido?"". El chico respondió: ""Boost es el secreto de mi energía"", e instantáneamente la chica gritó: ""¡Nuestra energía!"". Y vivieron felices juntos bebiendo Boost todos los días. Moraleja: Tengo mensajes gratis :D;): Buenas noches.",,,
ham,Quiero comprar un coche BMW urgentemente... es muy urgente. Pero me faltan miles de lakhs. No hay forma de conseguir esa cantidad. Ese es mi problema.,,,
ham,"¡Dame un golpe en tu descanso, fassyole! Blacko de Londres",,,
ham,REALMENTE NECESITO BESARTE TE EXTRAÑO MI BEBÉ DE TU BEBÉ PARA SIEMPRE,,,
ham,"La madurez no se manifiesta cuando empezamos a decir grandes cosas, sino cuando empezamos a comprender las pequeñas. *QUE TENGAS UNA BUENA TARDE* BSLVYL",,,
ham,"Oh, tienes muchas responsabilidades.",,,
spam,Tienes 1 mensaje nuevo. Llama al 08715205273.,,,
ham,Ya he llegado a la escuela...,,,
spam,¡Solo en diciembre! ¿Tienes tu móvil desde hace más de 11 meses? ¡Tienes derecho a actualizarlo gratis al último modelo con cámara a color! Llama gratis a Mobile Update VCo al 08002986906.,,,
ham,"Definitivamente necesitas un módulo de humanidades electrónicas este semestre, ¿verdad? ¿Quieres tomar otros módulos primero?",,,
ham,"Argh, ¿por qué diablos no hay nadie en el pueblo? ;_;",,,
spam,"Obtén el tono 3 Lions England, responde lionm 4 mono o lionp 4 poli. Para más tonos, visita www.ringtones.co.uk, el original y el mejor. Se aplican las tarifas de operador de red.",,,
ham,Gracias. ¡Me llena de total calma y tranquilidad!,,,
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...significa lo mismo aquí....,,,
ham,¿Estás conduciendo o entrenando?,,,
ham,"Jajaja, en serio. Le dijo a mi papá que tengo cáncer.",,,
spam,¡PRIVADO! Su estado de cuenta de 2003 para 078,,,
ham,"¡Ups! Sí que lo tenía, &lt;#&gt; ?",,,
ham,"""NO HAY CRÉDITO SUFICIENTE PARA LLAMAR. ¿SALGO DE LA UNIVERSIDAD A LAS 6 Y TOMO UN AUTOBÚS A MI CASA?""",,,
ham,"Hola Chikku, envía unos lindos mensajes.",,,
ham,"Es imposible discutir con él y siempre me trata como a su sumisa, como si nunca me hubiera liberado... Lo cual sí hizo y se lo recordaré si es necesario.",,,
ham,"Después de mi trabajo ah... Den 6 más lor... Tú también estás trabajando right... Entonces ve al huerto lor, no hay otro lugar a donde ir liao...",,,
ham,"A la maravillosa familia Okors, les deseamos un excelente mes. Los apreciamos mucho y les deseamos lo mejor cada día. MojiBiola",,,
ham,Porque estoy aburrido. Y no quiero estudiar.,,,
ham,"¿Qué tal el miércoles por la noche? Tengo 3 años, ¡pero solo hasta las 9!",,,
ham,"Rosa para rojo, rojo para sangre, sangre para corazón, corazón para ti. Pero tú para mí... Envía esto a todos tus amigos... Incluyéndome a mí... Si te gusto... Si recibes respuesta, 1- ¡Eres pobre en relaciones! 2- Necesitas a alguien que te apoye. 3- Tienes demasiados amigos. 4- Alguien te ama. 5+ Alguien está rezando a Dios para casarse contigo. :-) Inténtalo...",,,
ham,"En fin, ¿dónde estás y qué estás haciendo?",,,
ham,"Qué mal. Iré para que me peines. Lo harás gratis, ¿verdad?",,,
ham,Todavía no funciona. Y esta vez también intenté agregar ceros. Ese fue el ahorro. La comprobación es <#>,,,
ham,"Mmm... No sé, tal vez una bolsa para salir que no sea demasiado pequeña. O cualquier cosa menos perfume, algo que pueda guardar.",,,
ham,"Sday se unió hace poco, así que empezamos a entrenar hoy :)",,,
ham,"Lo siento, *estaba en el supermercado.",,,
ham,¿Hay algún pub agradable cerca de aquí o está Frankie n Bennys cerca del cine Warner?,,,
spam,"¡HAS GANADO! Tus vacaciones de 4 estrellas en la Costa del Sol o 5000 € te esperan. Llama ahora al 09050090044 para reclamar. Envía tu sobre con franqueo pagado, tarjeta de crédito, POBox334, Stockport, SK38xh. Coste: 1,50 €/min. Duración máxima: 10 minutos.",,,
ham,Sí... no he estado allí antes... ¿Quieres ir a la clase de yoga? Puedo llamar para reservar.,,,
ham,"¡Ay, cállate! Dios mío, ayer soñé que tenía dos hijos varones. Estaba furiosa. No solo por los niños, sino porque eran varones. Incluso le dije a Mark en mi sueño que él estaba cambiando pañales porque no me iba a dejar en la cara.",,,
ham,"Sí, me imagino que sería muy amable. A diferencia de los otros médicos que tratan a sus pacientes como si fueran pavos.",,,
spam,¡GRATIS la primera semana! El tono Nokia n.° 1 para tu móvil cada semana. Solo tienes que enviar un SMS con la palabra NOKIA al 8077. ¡Empieza a enviar SMS y cuéntaselo a tus amigos! www.getzed.co.uk Apartado de correos 36504 W45WQ 16+ norm150p/tono,,,
ham,"Ahora que han empezado, no se detengan. Oren para que surjan más buenas ideas y, si veo algo que pueda ayudarles, les enviaré un enlace.",,,
ham,"Hola cariño, estoy en el teléfono de Helen. Voy a estar en casa de los príncipes esta noche, por favor, ven. Un abrazo, Kate.",,,
ham,Estoy en la oficina ahora :) ¿Dónde estás?,,,
ham,"Ay, pobrecita... Te doy mi apoyo, ¿vale? ¡Ánimo! Pensaré en ti...",,,
ham,"Oh, involuntariamente, no es mal momento. Genial. ¡Que los trenes sigan el juego! Avisaré con quince minutos de antelación.",,,
spam,"Prepara tu jardín para el verano con una selección GRATUITA de bulbos y semillas de verano valorada en 33,50 € solo con The Scotsman este sábado. Para obtener más información, visita notxt.co.uk.",,,
ham,Vale... entonces ven cuando quieras y dile también a Vikky que venga cuando tenga tiempo libre... :-),,,
ham,"Por favor, llámame. ¿Qué pasó?",,,
ham,"Feliz año nuevo para ti y tu familia... que este nuevo año traiga felicidad, estabilidad y tranquilidad a vuestra vibrante y colorida vida :)",,,
ham,"No hay problema con la renovación. La haré de inmediato, pero no conozco sus datos.",,,
ham,"No sé. Estoy aquí sentada en el estacionamiento de un supermercado, llorando desconsoladamente porque siento que soy un fracaso en todo. Nadie me quiere y ahora siento que te estoy fallando.",,,
ham,"Todavía no me he ido, así que probablemente me quede aquí hasta la cena.",,,
ham,"Igual que <#>, la misma pregunta",,,
ham,Mi Nochevieja estuvo bien. Fui a una fiesta con mi novio. ¿Quién es este Si entonces?,,,
ham,"Señor, necesito la fecha de nacimiento del señor Velusamy y los detalles de las facilidades bancarias de la empresa.",,,
ham,K k:) chatea conmigo por SMS.,,,
ham,"Iré con el coche de Karnan. Por favor, espere hasta las 6 de la tarde, iré directamente al médico.",,,
ham,"No, pero el reproductor de Blu-ray sí puede.",,,
ham,Vale... ¿Nos vemos más tarde?,,,
ham,"Jajaja, no. Solo necesito canjear mis nitros. ¡Date prisa, vamos, antes de que me estrelle!",,,
ham,Solo envía un mensaje de texto. Hablaremos por Skype más tarde.,,,
ham,"De acuerdo, no hace falta preguntar.",,,
spam,"¡Felicidades! Dos videoteléfonos móviles 3G son tuyos. ¡Llama ahora al 09063458130! Videochatea con tus amigos, juega a juegos Java, descarga música PolypH, alquiler sin línea. bx420. ip4. 5we. 150p",,,
ham,¿Todavía tienes clases? ¿En la escuela?,,,
ham,¿Por qué no me cree? Pensé que ya le había dicho que era verdad. Creo que tiene que vernos juntos para creerme.,,,
ham,¿Cargaste la cámara?,,,
ham,"¡Tengo sal, puedes frotarla en mis heridas abiertas si quieres!",,,
ham,Ahora voy a almorzar.,,,
ham,"Estoy en la escuela ahora y estaré en el laboratorio haciendo algunas cosas, llámame cuando termines.",,,
ham,Vale... Iré mañana.,,,
ham,"Vale, mándame un mensaje esta noche y veremos qué pasa.",,,
ham,U 2.,,,
ham,Inundaciones en el desierto. Implicaciones geoambientales.,,,
ham,"Raji, por favor, hazme un favor. Por favor, transmítele mis felicitaciones de cumpleaños a Nimya. Por favor. Hoy es su cumpleaños.",,,
ham,"La empresa es muy buena, el ambiente es fantástico y la comida está riquísima :)",,,
ham,"Muy extraño. Y ahora estamos viendo el segundo, pero estoy en la cama. Dulces sueños, te extraño.",,,
spam,SUBASTA POR SMS - ¡Un Nokia 7250 completamente nuevo sale a subasta hoy! ¡La participación es GRATUITA! ¡Envía un SMS con la palabra NOKIA al 86021 ahora!,,,
ham,"Hola, espero que estéis bien. Dijo que me escribiría y no lo ha hecho. ¿Lo habéis visto? Por favor, dejadme en paz.",,,
ham,"¡Cariño! ¡Yo también te amo muchísimo! ¿Sabes? Joder, fue tan bueno escuchar tu voz. La necesito tanto. La anhelo. No me canso de ella. Te adoro, Ahmad *besos*",,,
ham,"Sí, estoy en casa de mis familiares. Mándame un SMS. Por favor :-)",,,
ham,Te los envié. ¿Te gustan?,,,
ham,"Joder, necesito dejar de dormir, ¿qué tal?",,,
ham,"Ya estoy en la ciudad, así que luego iré en metro.",,,
ham,Acabo de cocinar un salmón bastante rico a tu estilo.,,,
ham,Yo subí el mío a Facebook.,,,
ham,¿A QUÉ HORA TRABAJAS?,,,
ham,Okie,,,
spam,Participa gratis en un concurso semanal para tener la oportunidad de ganar un iPod. Envía POD por SMS al 80182 para participar (tarifa de SMS estándar). Se aplican términos y condiciones. Llama al 08452810073 para más información. Mayores de 18 años.,,,
spam,"Nuestros registros indican que usted podría tener derecho a 5000 libras esterlinas en compensación por el accidente que sufrió. Para reclamar, responda con la palabra RECLAMACIÓN a este mensaje. Para detener la reclamación, envíe STOP.",,,
ham,"Lo siento, llamaré más tarde.",,,
ham,Oh oh... Entonces hay que cambiar de plan... Volveré y tendré que volver a Yan Jiu...,,,
ham,"Soy Wylie, ¿estás en Tampa o Sarasota?",,,
ham,Vale... Tómate tu tiempo y disfruta de tu cena...,,,
ham,"Darren decía que si te encuentras con él, no nos vemos para cenar. Porque después te irás y te sentirás incómodo. Entonces te encuentras con él para almorzar.",,,
spam,"Asusta a tu grupo con una colección de Halloween que incluye un logo y un mensaje con imagen, además de un tono espeluznante gratis. Envía un mensaje de texto con la palabra CARD SPOOK al 8007 zed 08701417012. El precio es de 150 peniques por logo/imagen.",,,
ham,¡Me gusta lo barato! Pero no me importa gastar un poco más en vino si eso te hace sentir mejor.,,,
ham,"Ella está bien. He tenido problemas con su teléfono. Funciona con el mío. ¿Podrías enviarle otra solicitud de amistad, por favor?",,,
ham,"Uf, me duele la pierna. Debí haberme esforzado demasiado el lunes.",,,
spam,¡Llama a Alemania por solo 1 penique por minuto! Llama desde un teléfono fijo al número de acceso 0844 861 85 85. Sin prepago. ¡Acceso directo! www.telediscount.co.uk,,,
spam,"¡HAS GANADO! Tus vacaciones de 4 estrellas en la Costa del Sol o 5000 € te esperan. Llama ahora al 09050090044 para reclamar. Envía tu sobre con franqueo pagado, tarjeta de crédito, POBox334, Stockport, SK38xh. Coste: 1,50 €/min. Duración máxima: 10 minutos.",,,
ham,¿QUÉ DESCUENTO PARA ESTUDIANTES PUEDO OBTENER EN LOS LIBROS?,,,
ham,Yo estoy bien... perfectamente bien.,,,
ham,¿Cómo es que ella puede conseguirlo? Debería ser bastante difícil adivinarlo...,,,
spam,¿Tu móvil lleva 11 meses en el mercado? Actualiza GRATIS a los últimos móviles con cámara a color de Orange y disfruta de llamadas ilimitadas los fines de semana. Llama a Mobile Upd8 al número gratuito 08000839402 o envía un mensaje de texto a 2StopTxt.,,,
ham,Llegaré a tu casa en <#> minutos,,,
ham,"Cariño, te estoy contestando, ¿no me ves? Quizás deberías reiniciar YM... Tengo la foto... ¡Es genial!",,,
ham,Hola. ¿Qué opinas del partido?,,,
ham,"Sé que estás pensando en la malaria. Pero tranquilo, los niños no pueden con la malaria. Ella habría estado peor y es gastroenteritis. Si toma suficiente para reponer lo que pierde, su fiebre bajará. Y si le das medicamentos contra la malaria ahora, solo vomitará. Es una enfermedad autolimitada, lo que significa que en unos días desaparecerá por completo.",,,
ham,Dai lo descargué pero solo hay un archivo .exe que solo puedo ejecutar después de instalarlo.,,,
ham,Es cierto que fue ayer.,,,
ham,K.k. ¿Cómo va tu negocio ahora?,,,
ham,3 pa pero no seleccionado.,,,
spam,Natalja (25/F) te invita a ser su amiga. Responde SÍ-440 o NO-440. Mírala en: www.SMS.ac/u/nat27081980. ¿Quieres detenerla? Envía STOP FRND al 62468.,,,
ham,Guardo diez rupias en mi estante :) compro dos huevos.,,,
ham,Llego tarde. Estaré allí a las,,,
ham,"Bueno, eso está bien. Lástima que no pueda comerlo.",,,
ham,Los traje a casa por accidente en la caja.,,,
ham,"Por favor, ella necesita ir despacio o vomitará más.",,,
ham,Tengo que hacer el examen el 3 de marzo.,,,
ham,"Jane babes no va a trabajar, se siente mal después de anoche. Ya me cubrieron, Chuck. :-)",,,
ham,5 noches...No nos quedamos en Port Step Liao...Demasiado caro,,,
ham,Si muero quiero que te quedes con todas mis cosas.,,,
ham,¡Joder! Me acabo de despertar en una cama en un barco en el muelle. Dormí con una chica de 25 años. ¡Qué locura! Te cuento el chisme luego. XXX,,,
ham,"Sonríe con alegría, sonríe con dolor, sonríe cuando los problemas caen como la lluvia, sonríe cuando alguien te lastima, sonríe porque ALGUIEN todavía ama verte sonreír.",,,
ham,Prabha... lo siento... de verdad... de corazón lo siento.,,,
ham,¡Me reencontré con Alex Nichols de la escuela secundaria y resulta que está traficando!,,,
spam,¡PRIVADO! Su extracto de cuenta de 2003 para <número de teléfono> muestra 800 puntos S.I.M. sin canjear. Llame al 08715203656. Código de identificación: 42049. Caduca el 26/10/04.,,,
ham,Significa que no pudiste cumplir tu palabra.,,,
ham,"No, todavía estoy en el mercado.",,,
ham,Entiendo que eres un chico ocupado y estoy tratando de no molestarte. Tengo que terminar algunos exámenes y luego probar los coches. Que tengas un buen día.,,,
spam,"¡HAS SIDO SELECCIONADO PARA RECIBIR UN PREMIO DE 350 £! Llama al número de reclamación 09066364311 para recoger tu premio, que te corresponde por ser un valioso cliente de telefonía móvil.",,,
ham,"Hola, ¿qué tal tu proyecto? Empezó aha da.",,,
ham,"Vale, genial. Nos vemos entonces.",,,
ham,Estoy en la página de UWorld. ¿Debo comprar solo el banco de preguntas o también la autoevaluación?,,,
ham,"¿Qué opinas de mí? 1. Aburrida 2. Delicada 3. Ingenua 4. Encantadora 5. Silenciosa 6. Personaje especial 7. Inmadura 8. Con estilo 9. Sencilla Por favor, responde.",,,
